id,dishes_class_id,dishes_name,price,amt_discount,sortorder,bar_code,cost,is_info_menu_item,balance_price,pinyin,stock_count,picture_file,recommend_percent,weight,taste,description,ingredients,label,creation_method,dishes_characteristic,dept_name,dishes_class_name,dept_id
609993,3600,百里香奶油烤红酒牛肉,178,0,0,,70,,,,-1,caipu/111.jpg,0.81,3,香甜,,牛脯600公克，紅葡萄400公克，牛高汤800cc，紅酒300cc，盐少许，百里香奶油适量,清淡，爽口,,,统计17级,牛肉类,330
609988,3612,百威啤酒罐装,6,0,0,,3,,,,-1,caipu/403003.jpg,0.83,1,爽口,,水，麦芽，大米，啤酒花，酵母,酿,,,统计17级,啤酒类,330
610048,3605,拌土豆丝,25,0,0,,9,,,,-1,caipu/301002.jpg,0.87,3,微辣,,土豆2个，辣椒丝1个。,微辣，凉拌,,,统计17级,根菜类,330
610057,3620,宝宝版牛肉肠粉,15,0,0,,10,,,,-1,caipu/604001.jpg,0.85,1,咸鲜,,牛肉，粘米粉，马蹄粉，鸡蛋，植物油，干香菇，生抽，小葱，油，清水,粤菜,,,统计17级,肠粉类,330
610021,3603,爆炒鸡翅,56,0,0,,31,,,,-1,caipu/204004.jpg,0.91,3,香辣,鸡翅的胶原蛋白含量丰富，对于保持皮肤光泽、增强皮肤弹性均有好,鸡翅7根，芹菜半棵，辣椒两个，蒜2颗 ,香辣，咸鲜,,,统计17级,家禽类,330
609978,3599,爆炒鳝碌,55,0,0,,20,,,,-1,caipu/106003.jpg,0.78,3,微辣,,小黄鳝半斤，香葱3棵，姜一块，料酒、醋、豆瓣酱和酱油各一勺，油、盐适量，紫苏一小扎，豆豉一小撮，青椒一个，小红椒一个，蒜瓣两粒。,微辣，蒜香，下酒菜,,,统计17级,其他水产,330
610049,3605,爆炒双丝,35,0,0,,15,,,,-1,caipu/301003.jpg,0.88,3,微辣,,"红薯粉200g，牛肉末100g，红萝卜丝100g，青辣椒丁50g，大蒜籽50g，香葱50g，山胡椒油10g，盐10g 鸡精10g，食用油20g，酱油10g。
",蒜香，微辣，爆炒,,,统计17级,根菜类,330
609932,3602,爆炒猪肝,68,0,0,,32,,,,-1,caipu/203003.jpg,0.87,3,油腻,,"猪肝300g，胡萝卜1根，黄瓜1根，洋葱半个，葱适量，酱油适量，盐适量，油适量
",保肝补血，爆炒,,,统计17级,猪肉类,330
609964,3595,避风塘炒蟹,48,0,0,,29,,,,-1,caipu/102004.jpg,0.8,2,微辣,,膏蟹2只，大蒜100g，黄酒2汤匙，黄油一小块葱段、姜和黑胡椒适量。,炸，蒜香,,,统计17级,蟹类,330
609937,3618,冰糖红豆薏米粥,15,0,0,,9,,,,-1,caipu/602003.jpg,0.89,1,爽口,,"红豆 ，薏米，冰糖 ，清水

",甜,,,统计17级,粥类,330
610067,3597,冰镇花螺,35,0,0,,15,,,,-1,caipu/104006.jpg,0.82,3,微辣,,花螺500g，黄瓜100g，芥末10g，蒜10g，姜末10g，尖椒2颗，生抽60ml，盐1勺。,微辣，凉拌，蒜香,,,统计17级,贝壳类,330
610054,3614,不加一滴油的酸奶蛋糕,7,0,0,,4,,,,-1,caipu/501003.jpg,0.83,1,甜,,低筋面粉，玉米淀粉，鸡蛋，浓稠酸奶，细砂糖,酸，甜,,,统计17级,糕点类,330
610058,3620,超人气广式肠粉,18,0,0,,10,,,,-1,caipu/604002.jpg,0.89,1,咸鲜,,粘米粉，澄粉（小麦淀粉），鸡蛋，虾仁，生菜，水，植物油，盐，生抽，老抽，耗油，葱姜蒜，淀粉,粤菜,,,统计17级,肠粉类,330
609965,3595,葱姜炒蟹,109,0,0,,80,,,,-1,caipu/102005.jpg,0.8,2,葱香,,海蟹一只，姜、葱、油、酒、麻油、生抽、盐和糖适量。,葱香，蒜香,,,统计17级,蟹类,330
610015,3606,葱油凉拌藕片,30,0,0,,10,,,,-1,caipu/302004.jpg,0.81,3,爽口,,藕片，葱花，大蒜，米醋，尖椒，酱油，糖，盐适量。,凉拌，爽口,,,统计17级,茎菜类,330
609997,3619,打卤面,26,0,0,,10,,,,-1,caipu/603001.jpg,0.8,1,爽口,,面粉400克，清水130克，木耳10克，黄花菜10克，猪肉末30克，洋葱10克，盐1勺，鸡精1小勺，蒜5克，水淀粉40克，花椒3克，老抽5克，生抽8克。,葱香，蒜香，午餐，单身食谱，一家三口,,,统计17级,面食类,330
609971,3615,大理石奶油蛋糕,13,0,0,,8,,,,-1,caipu/502001.jpg,0.85,1,奶香,,无盐黄油，细砂糖，柠檬皮，全蛋，蛋黄，香草精，低粉，杏仁粉，牛奶，可可粉，热水,甜，奶香,,,统计17级,甜点类,330
609950,3607,大蒜苋菜,30,0,0,,18,,,,-1,caipu/303001.jpg,0.75,3,蒜香,,见菜一斤，大蒜两个。,清淡，蒜香,,,统计17级,叶菜类,330
610053,3614,蛋挞,8,0,0,,4,,,,-1,caipu/501002.jpg,0.87,1,甜,,淡奶油，牛奶，白砂糖，低筋粉，蛋黄，炼乳（可放可不放）,甜，奶香,,,统计17级,糕点类,330
609995,3600,"党参黄芪炖牛尾
",35,0,0,,20,,,,-1,caipu/201005.jpg,0.85,3,咸鲜,,牛尾，猪里脊，党参，黄芪，姜，枸杞，黄酒，盐,炖,,,统计17级,牛肉类,330
609962,3595,倒立蒸梭子蟹,169,0,0,,119,,,,-1,caipu/102002.jpg,0.85,3,爽口,梭子蟹是海鲜中最为常见的一种，肉质肥厚鲜嫩，一般都喜欢原汁原味的清蒸食用，靠近临海地区的人家会用这种梭子蟹做各种各样的美味，蒸，炒，炝，腌等等。,梭子550g，蛋清2个，白酒10毫升，盐2克，小葱3根，生姜片5克。,蒸，清淡,,,统计17级,蟹类,330
610045,3609,冬瓜炒苦瓜,29,0,0,,10,,,,-1,caipu/305004.jpg,0.75,3,酱香,冬瓜性寒，清热毒，利小便，止渴除烦，祛湿解暑，解鱼毒。苦瓜可以加速排毒，引得许多女性“苦中作乐”，乐此不疲。对心、肺、胃具有清凉解渴、具有除邪热、治丹火毒气、泻六经实火、益气止渴、解劳乏、清心明目、能增强食欲、养血滋肝、润脾补肾之功效。,冬瓜、苦瓜、大五花肉适，大甜椒、豆豉、蒜片、酱油和鸡精适量。,苦，酱香,,,统计17级,果菜类,330
609994,3600,"独家薄荷鲜虾牛肉卷
",45,0,0,,30,,,,-1,caipu/201004.jpg,0.86,3,咸鲜,,牛里脊，鲜虾，黄瓜，薄荷叶，葱姜蒜，盐，黑胡椒，小柠檬，香醋，自然鲜酱油，白糖，纯净水，香油,煎,,,统计17级,牛肉类,330
609943,3596,剁椒鱼头,55,0,0,,28,,,,-1,caipu/103004.jpg,0.85,2,香辣,,花鲢鱼头1个，大葱段4段，姜5片，蒜5瓣，野山椒300g，小米辣10个，蒸鱼豉油8勺，鸡精、盐、料酒适量。,香辣，午餐，蒸,,,统计17级,鱼类,330
610034,3611,法国波尔多AOC干红葡萄酒原,159,0,0,,100,,,,-1,caipu/402003.jpg,0.86,1,果味,,梅洛，赤霞珠，马尔贝克,酿,,,统计17级,红酒类,330
610025,3603,番茄蛋汤,25,0,0,,13,,,,-1,caipu/204008.jpg,0.8,5,清淡,,番茄2个，鸡蛋2个，小青菜少量,汤，清淡,,,统计17级,家禽类,330
609992,3600,"番茄炖牛腩
",35,0,0,,20,,,,-1,caipu/201002.jpg,0.88,1,酸辣,,牛腩，番茄，土豆，洋葱，大葱，生姜，花椒粒，盐，白砂糖，浓缩番茄汁，料酒,闷，炖,,,统计17级,牛肉类,330
610013,3606,番茄炖秋葵,35,0,0,,15,,,,-1,caipu/302002.jpg,0.79,3,酸甜,,番茄2个，秋葵10-15个，洋葱半个，蒜4-5瓣，香菜3-5棵，番茄酱1勺，盐少许，鹰嘴豆半杯。,清淡，爽口，酸甜,,,统计17级,茎菜类,330
610050,3605,番茄甘蓝,33,0,0,,10,,,,-1,caipu/301004.jpg,0.88,4,蒜香,甘蓝还有个可爱的名字叫“胃仙”，日本有名的胃药主要成分就是甘蓝。甘蓝属十字花科，维生素丰富，防癌又美容。,甘蓝220克，西红柿150克，小葱2棵，生抽1匙，油、盐适量。,蒜香，酸，抗癌,,,统计17级,根菜类,330
610030,3608,番茄有机花菜,32,0,0,,10,,,,-1,caipu/304004.jpg,0.86,4,爽口,,有机花菜1棵，番茄2个，食盐和菜籽油适量。,午餐，一家三口，家常菜，酸,,,统计17级,花菜类,330
609983,3604,干锅田鸡,88,0,0,,40,,,,-1,caipu/205003.jpg,0.87,2,麻辣,具有维持钾钠平衡;消除水肿。提高免疫力。调低血压 ，缓冲贫血，有利于生长发育,田鸡腿15个，淀粉、生抽、蚝油、糖、料酒适量，干辣椒5个,麻辣，下饭菜,,,统计17级,其他肉类,330
609946,3613,谷稻小庄 ,38,0,0,,20,,,,-1,caipu/404002.jpg,0.85,1,果味,,果葡糖浆，水，白砂糖，浓缩果汁,果味,,,统计17级,饮料类,330
610060,3620,广式虾仁肠粉,18,0,0,,10,,,,-1,caipu/604004.jpg,0.87,1,咸鲜,,粘米粉，玉米淀粉，澄面，虾仁，水，菜籽油,粤菜,,,统计17级,肠粉类,330
609981,3604,桂圆枸杞鸽子汤,48,0,0,,32,,,,-1,caipu/205001.jpg,0.85,2,香草味,多喝鸽子汤，可以增强体质，增加皮肤弹性，改善血液循环,枸杞10g，桂圆10g，鸽子350g，清水适量 ,清香，营养,,,统计17级,其他肉类,330
610007,3617,桂圆肉红豆八宝饭,39,0,0,,18,,,,-1,caipu/601001.jpg,0.7,4,清淡,,桂圆肉干，红小豆，花生米，大黄米，糯米适量。,清淡，爽口，提高免疫,,,统计17级,米饭类,330
609986,3612,哈尔滨啤酒罐装,7,0,0,,3,,,,-1,caipu/403001.jpg,0.78,1,爽口,,水，小麦,酿,,,统计17级,啤酒类,330
610040,3598,海带结豆腐汤,30,0,0,,12,,,,-1,caipu/105004.jpg,0.79,5,清淡,海带属海澡食物，自然味道鲜香，使平淡口味的豆腐也变鲜香起来。 海带排毒降压，豆腐生津润肺，老年人应该多吃呢，两样食材同具排毒美容作用，也是女性朋友的佳品,海带结300g，豆腐1块，油、盐和大蒜适量。,单身食谱，降血压,,,统计17级,海藻类,330
610022,3603,杭椒鸡珍,58,0,0,,38,,,,-1,caipu/204005.jpg,0.84,3,香辣,鸡胸肉中微量元素硒对人体有好处，鸡胸肉，营养价值更要优于猪肉，热量也更低,鸡珍1斤，杭椒，杏鲍菇，红辣椒2颗，盐、糖、味达美、耗油适量,香辣，家常菜,,,统计17级,家禽类,330
609972,3615,核桃葡萄干土司,19,0,0,,10,,,,-1,caipu/502002.jpg,0.87,1,酸甜,,"高筋面粉，细砂糖，盐，干酵母，水，黄油，核桃粉，葡萄干，全蛋液
",甜，奶香,,,统计17级,甜点类,330
610009,3617,黑米恋上葡萄,33,0,0,,15,,,,-1,caipu/601003.jpg,0.8,1,甜,,"黑米280g，毛豆粒20g，玉米粒、葡萄干、食用油和白糖各30g。
",午餐，单身食谱,,,统计17级,米饭类,330
609955,3601,红酒炖羊肉,108,0,0,,69,,,,-1,caipu/202001.jpg,0.89,2,微辣,,羊肉200g，洋葱1个，蒜3瓣，胡萝卜1颗，五香粉2勺，姜粉1勺，辣椒2个，丁香4粒,微辣，蒜香,,,统计17级,羊肉类,330
610024,3603,"红酒土豆烧鸭腿
",48,0,0,,20,,,,-1,caipu/204007.jpg,0.87,5,微辣,肉性味甘、寒，入肺胃肾经，有滋补、养胃、补肾、除痨热骨蒸、消水肿、止热痢、止咳化痰等作用,鸭腿，面土豆，葱段，姜片，蒜（拍扁），花椒，八角，红酒，鲜味酱油，老抽，糖，冰糖，耗油，醋，盐,微辣,,,统计17级,家禽类,330
610064,3597,花蛤蒸蛋,37,0,0,,13,,,,-1,caipu/104003.jpg,0.8,3,葱香,,花蛤180g，鸡蛋2个，蒸鱼豉油和葱花适量。,葱香，蒸,,,统计17级,贝壳类,330
610029,3608,黄花菜炒木耳,35,0,0,,15,,,,-1,caipu/304003.jpg,0.85,3,葱香,黄花菜里含有丰富的卵磷酯，有较佳的健脑和抗衰老作用，对注意力不集中、记忆力减退、脑动脉阻塞等症状有特殊疗效。常吃黄花菜还能滋润皮肤，中医认为黄花菜还具有止血、消肿、镇痛、通乳、健胃和安神的功能，能够抗衰老而且味道鲜美、营养丰富。,黄花100g，木耳250g。,煸炒，葱香，家常菜,,,统计17级,花菜类,330
610035,3611,黄尾袋鼠西拉子红葡萄酒,46,0,0,,30,,,,-1,caipu/402004.jpg,0.82,1,果味,,葡萄汁，二氧化硫,酿,,,统计17级,红酒类,330
610052,3614,黄油曲奇饼干,16,0,0,,10,,,,-1,caipu/501001.jpg,0.85,1,奶香,,黄油，低筋面粉，细砂糖或糖粉，全蛋,甜,,,统计17级,糕点类,330
610059,3620,鸡蛋、肉末肠粉,13,0,0,,8,,,,-1,caipu/604003.jpg,0.83,1,咸鲜,,大米粉，小麦淀粉，玉米淀粉，木薯淀粉，肉末，鸡蛋，水，食用油，蚝油，生抽，葱蒜,粤菜,,,统计17级,肠粉类,330
609961,3595,姜葱炒花蟹,45,0,0,,27,,,,-1,caipu/102001.jpg,0.9,3,爽口,,花蟹4只，姜葱、油、盐、白砂糖、酱油、豆粉适量。,爆炒，蒜香,,,统计17级,蟹类,330
610014,3606,金玉良缘,30,0,0,,12,,,,-1,caipu/302003.jpg,0.8,2,微辣,,金针菇一斤，胡萝卜半个，红椒和青椒各一个，酱油、盐、鸡精和陈醋少许。,午餐，二人世界,,,统计17级,茎菜类,330
610006,3616,咖啡奶香面包,16,0,0,,10,,,,-1,caipu/503005.jpg,0.85,1,原味,,高筋粉240g ，鸡蛋，牛奶，砂糖，酵母，黃油，面上酱料，鸡蛋， 咖啡，糖粉，黄油，咖啡里的水，低筋粉,甜，奶香,,,统计17级,面包类,330
609977,3599,快炒黄鳝,50,0,0,,18,,,,-1,caipu/106002.jpg,0.77,3,微辣,鳝鱼肉质细嫩，味道鲜美，善补阳气，益虚损，唯服食太多，易致腹胀，故配以黄酒、大蒜调理气机，三者同煮，则有温阳补虚，理气除胀的功效，适用于肝硬化腹水，蛋白倒置者。,"黄鳝，花菜,葱、姜、红辣椒、料酒、老抽、白糖、香醋适量。",微辣，下酒菜,,,统计17级,其他水产,330
610037,3598,辣炒海带丝,19,0,0,,8,,,,-1,caipu/105001.jpg,0.85,3,微辣,还带富含蛋白质、脂肪、碳水化合物、膳食纤维、钙、磷、铁、胡萝卜素、维生素B1、维生素B2、烟酸以及碘等多种微量元素。中医认为，海带性味咸寒、无毒，具有软坚散结、消痰平喘、通行利水、祛脂降压等功效；可治痈肿、宿食不消、小便不畅、咳喘、水肿、高血压等症。,海带丝，蒜蓉，辣椒酱。,微辣，爽口，防辐射，下酒菜,,,统计17级,海藻类,330
610065,3597,辣炒花蛤,35,0,0,,12,,,,-1,caipu/104004.jpg,0.81,3,微辣,,花蛤300g，黄蚬子300g，蒜蓉辣酱20g，干辣椒5个，姜3g，大葱5g，白糖6g，食用油、大蒜适量。,微辣，蒜蓉,,,统计17级,贝壳类,330
610066,3597,辣炒田螺,35,0,0,,15,,,,-1,caipu/104005.jpg,0.81,3,微辣,,"田螺500g，辣椒干2g，生姜1块，大蒜3颗，洋葱50g，香葱3颗，豆瓣酱25g，白糖15g，盐巴3g，鸡粉4g
菜籽油100ml，料酒100ml，老抽3ml，十三香粉2g。",微辣，葱香，爆炒,,,统计17级,贝壳类,330
609942,3596,辣炒鱿鱼,58,0,0,,35,,,,-1,caipu/103003.jpg,0.8,4,微辣,,鱿鱼两只，辣椒酱20g，孜然10g，蚝油3g，盐3g，鸡精2g。,爆炒，微辣，家常菜,,,统计17级,鱼类,330
609987,3612,蓝带啤酒罐装,9,0,0,,5,,,,-1,caipu/403002.jpg,0.86,1,爽口,,蓝带酵母，酒花,酿,,,统计17级,啤酒类,330
610002,3616,老式面包,19,0,0,,10,,,,-1,caipu/503001.jpg,0.82,1,甜,,种面 ，高筋面粉，低筋面粉，细砂糖，酵母，牛奶，主面团 ，高筋面粉，低筋面粉，细砂糖，奶粉，鸡蛋，盐，黄油,甜,,,统计17级,面包类,330
609953,3607,凉拌菠菜,27,0,0,,9,,,,-1,caipu/303004.jpg,0.8,2,爽口,,菠菜一把，蒜蓉蒜两瓣，酱油两茶匙，盐、糖适量，麻油两茶匙，芝麻一茶匙。,凉拌，爽口,,,统计17级,叶菜类,330
610041,3598,凉拌海带豆芽紫菜,35,0,0,,15,,,,-1,caipu/105005.jpg,0.8,4,爽口,,海带丝300g，豆芽200g，紫菜50g，蒜2块，葱2g，鸡精1勺，海天酱油2勺，白米醋3勺，陈醋1勺，盐1勺，辣椒粉1勺，香油1勺。,凉拌，下酒菜，爽口,,,统计17级,海藻类,330
610051,3605,凉拌萝卜丝,20,0,0,,8,,,,-1,caipu/301005.jpg,0.89,3,酸,,青萝卜半根，小葱两颗，香菜一颗。,酸，开胃菜,,,统计17级,根菜类,330
609954,3608,凉拌蒜蓉西兰花,29,0,0,,9,,,,-1,caipu/304001.jpg,0.8,3,蒜蓉,西兰花的营养成分含量高而且全面，包括蛋白质，碳水化合物，脂肪，矿物质，维生素C，胡萝卜素，钙，磷，铁，钾，锌，锰，可有效降低乳腺癌，直肠癌，胃癌，心脏病和中风的发病率，含有抗坏血酸能增强肝脏解毒能力，提高机体免疫力。对糖尿病还有降低血糖的作用。,西兰花一棵，蒜三瓣，鲍鱼汁一勺，盐、糖、香油和鸡精少许。,蒜香，凉拌,,,统计17级,叶菜类,330
610036,3611,路易拉菲红酒干红,158,0,0,,100,,,,-1,caipu/402005.jpg,0.89,1,果味,,赤霞珠，梅洛，美乐,酿,,,统计17级,红酒类,330
609948,3613,露露无糖杏仁露,7,0,0,,3,,,,-1,caipu/404004.jpg,0.85,1,果味,,水，山杏仁，食品添加剂，食品用香料,果味,,,统计17级,饮料类,330
609970,3594,麻辣小龙虾,99,0,0,,78,,,,-1,caipu/101006.jpg,0.88,3,香辣,,小龙虾两斤，洋葱一小个，辣椒三两，花椒二两，啤酒一罐，糖一小勺，大蒜、大葱、姜和食盐适量,微辣，蒜香，爆炒,,,统计17级,虾类,330
609952,3607,美妙绝伦之白莲花,29,0,0,,16,,,,-1,caipu/303003.jpg,0.71,2,爽口,葱头具有美肤、抗衰老，清血防癌等功效。另外，葱头还可防止胆固醇附著于血管，预防心脏病，维生素则以维他命C最丰富。,洋葱，鸡蛋，生粉和盐适量。,葱香，延缓衰老,,,统计17级,叶菜类,330
609931,3602,焖猪手,58,0,0,,34,,,,-1,caipu/203002.jpg,0.84,3,香酥,猪手含有非常丰富的胶原蛋白，多吃对女人皮肤可好了,猪手1个，姜6片，蒜头3颗，酱油适量，盐适量，白糖适量，腐乳2块，料酒适量，老抽适量,香甜，家常菜,,,统计17级,猪肉类,330
609957,3601,"蒙古烤羊腿
",48,0,0,,25,,,,-1,caipu/202003.jpg,0.85,2,微辣,,"羊腿，姜，葱，花椒，大料，草寇，砂仁，草果，桂皮，陈皮，孜然粉，辣椒粉 ，迷迭香，盐 ，大蒜，老抽 ，蜂蜜，白酒


",烤,,,统计17级,羊肉类,330
610044,3609,木须豌豆,32,0,0,,19,,,,-1,caipu/305003.jpg,0.77,3,爽口,,鸡蛋2个，豌豆一斤半，盐适量。 ,清淡，爽口,,,统计17级,果菜类,330
609974,3615,南瓜枸杞小饼干,19,0,0,,10,,,,-1,caipu/502004.jpg,0.85,1,香酥,,去皮南瓜，黄油，糖粉，面粉，泡打粉，枸杞　,甜,,,统计17级,甜点类,330
610004,3616,南瓜芝士包,10,0,0,,5,,,,-1,caipu/503003.jpg,0.78,1,甜,,南瓜泥，石磨普通面粉（或高筋粉），酵母粉，盐，奶粉，黄油（或玉米油），白糖（自调），芝士，鸡蛋（表面），提子干,甜,,,统计17级,面包类,330
610005,3616,牛奶卷,17,0,0,,8,,,,-1,caipu/503004.jpg,0.8,1,奶香,,高粉（金像），牛奶，鸡蛋，酵母，细砂糖，盐，黄油,甜，奶香,,,统计17级,面包类,330
610061,3620,牛肉鸡蛋肠粉,20,0,0,,10,,,,-1,caipu/604005.jpg,0.87,1,咸鲜,,"肠粉,水,油,盐,猪肉，青菜，鸡蛋",粤菜,,,统计17级,肠粉类,330
609996,3600,牛尾汤,40,0,0,,20,,,,-1,caipu/201006.jpg,0.84,2,爽口,立秋食补季节，食用增加免疫力,新西兰牛尾500g，番茄100g,爽口，提高免疫,,,统计17级,牛肉类,330
609945,3613,农夫山泉NFC果汁100%橙汁,6,0,0,,3,,,,-1,caipu/404001.jpg,0.83,1,果味,,100NFC橙汁,果味,,,统计17级,饮料类,330
609963,3595,盘蟹蒸蛋,55,0,0,,29,,,,-1,caipu/102003.jpg,0.82,2,清淡,,鸡蛋2个，盘蟹一只，盐少许。,清淡，爽口,,,统计17级,蟹类,330
610020,3603,"泡椒凤爪
",58,0,0,,32,,,,-1,caipu/204003.jpg,0.85,3,中辣,鸡的胶原蛋白含量丰富，对于保持皮肤光泽、增强皮肤弹性均有好,"鸡爪，泡椒（野山椒），白醋
，高粱酒 ，盐，糖 ，鸡精，姜，花椒

",下饭菜,,,统计17级,家禽类,330
610028,3608,培根花菜,35,0,0,,15,,,,-1,caipu/304002.jpg,0.86,2,爽口,,培根50g，花菜半个，盐半茶勺，料酒一勺。,炒，家常菜,,,统计17级,花菜类,330
610039,3598,培根紫菜卷,30,0,0,,13,,,,-1,caipu/105003.jpg,0.75,4,爽口,,寿司紫菜三张，米饭两碗，鸡蛋一个，胡萝卜一根，黄瓜一根，培根、菠菜适量，米醋两小勺，白糖四小勺，沙拉酱、芥末酱、白芝麻适量。,爽口，早午餐,,,统计17级,海藻类,330
609936,3618,皮蛋瘦肉粥,16,0,0,,9,,,,-1,caipu/602002.jpg,0.83,1,咸鲜,,大米，皮蛋，里脊肉，生姜丝，葱，盐，油，料酒,咸鲜,,,统计17级,粥类,330
610023,3603,啤酒鸭,48,0,0,,25,,,,-1,caipu/204006.jpg,0.88,3,香辣,肉性味甘、寒，入肺胃肾经，有滋补、养胃、补肾、除痨热骨蒸、消水肿、止热痢、止咳化痰等作用,仔水鸭半只，啤酒一瓶，红椒、大蒜子、生姜适量 ,香辣，家常菜,,,统计17级,家禽类,330
610055,3614,葡萄奶酥(超酥香的饼干),9,0,0,,3,,,,-1,caipu/501004.jpg,0.79,1,香酥,,低筋面粉，蛋黄，黄油，葡萄干，奶粉，细砂糖,甜，奶香,,,统计17级,糕点类,330
609951,3607,炝炒大白菜,29,0,0,,15,,,,-1,caipu/303002.jpg,0.74,3,微辣,,白菜半棵，花椒、辣椒、大料、葱花、盐和蚝油适量。,微辣，爆炒,,,统计17级,叶菜类,330
609934,3602,芹菜炒腰花,18,0,0,,9,,,,-1,caipu/203005.jpg,0.85,1,清香,,芹菜，猪腰，葱姜，盐，白酒，白糖，酱油，胡椒粉，淀粉，香油，鸡精,煸炒，家常菜,,,统计17级,猪肉类,330
609976,3599,芹黄鳝丝,58,0,0,,30,,,,-1,caipu/106001.jpg,0.76,3,爽口,,黄鳝（去骨）500克，芹菜1000克，色拉油、水豆粉和料酒适量，精盐和味精少许,清淡，爽口,,,统计17级,其他水产,330
610046,3609,青炒扁豆,28,0,0,,10,,,,-1,caipu/305005.jpg,0.75,4,爽口,扁豆的营养成分相当丰富，包括蛋白质、脂肪、糖类、钙、 磷、铁及食物纤维、维A原、维生素B1、维生素B2、维C和泛酸、氰甙、酪氨酸酶等，扁豆衣的B族维生素含量特别丰富。此外，还有磷脂、蔗糖、葡萄糖。另外扁豆中还含有血球凝集素，这是一种蛋白质类物质，可增加脱氧核糖核酸和核糖核酸的合成，抑制免疫反应和白细胞与淋巴细胞的移动，故能激活肿瘤病人的淋巴细胞产生淋巴毒素，对肌体细胞有非特异性的伤害作用，故有显著的消退肿瘤的作用。肿瘤患者宜常吃扁豆，有一定的辅助食疗功效,扁豆400克，青椒2个，盐小盐勺一勺，生抽少许，花生油20克。,爽口，炒,,,统计17级,果菜类,330
609989,3612,青岛啤酒罐装,7,0,0,,4,,,,-1,caipu/403004.jpg,0.85,1,爽口,,水，麦芽，大米，啤酒花，啤酒花 制品,酿,,,统计17级,啤酒类,330
610027,3608,清炒菊花菜,30,0,0,,9,,,,-1,caipu/304001.jpg,0.87,3,蒜香,菊花菜被称为“维他命”菜而受到人们的重视。菊花菜茎叶性苦、辛、凉，有清热解毒、凉血、降血压、调中开胃等功效，可治疗便秘、高血压、头痛、目赤等疾病。常吃可防止便秘，增强人体防病抗病能力，泽肤健美。,"菊花菜300克，大蒜2颗,油、盐和鸡粉适量。",蒜香，清炒,,,统计17级,花菜类,330
609998,3619,清爽拌凉面,15,0,0,,10,,,,-1,caipu/603002.jpg,0.85,1,微辣,,香雪劲弹拉面，胡萝卜，黄瓜，香菜，小葱，大蒜，酱油，香醋，白糖，生抽，芝麻油,爽口,,,统计17级,面食类,330
609940,3596,清蒸蝶鱼,56,0,0,,30,,,,-1,caipu/103001.jpg,0.86,5,爽口,营养，健康，孩子很爱吃的一道海鲜。,蝶鱼一条，蒸鱼豉油、葱姜丝、食用油、料酒、胡椒粉、酱油和食盐适量。,蒸，午餐，清淡,,,统计17级,鱼类,330
609941,3596,清蒸海鱼,78,0,0,,55,,,,-1,caipu/103002.jpg,0.7,6,清淡,,新鲜的海鱼两条，姜丝适量，糖一勺，生抽三勺，蒜蓉少许，盐少许。,清蒸，家常菜,,,统计17级,鱼类,330
610043,3609,肉丁茄子,39,0,0,,23,,,,-1,caipu/305002.jpg,0.76,3,爽口,,肉适量，茄子一个，酱油一汤匙，醋两汤匙，西红柿一个，盐适量。,炖，清淡，爽口,,,统计17级,果菜类,330
